200  30  1
30
	0	28	1	30	2	38	3	22	4	80	5	43	6	46	7	8	8	29	9	80	10	55	11	37	12	55	13	35	14	83	15	82	16	21	17	15	18	15	19	7	20	96	21	94	22	74	23	73	24	18	25	100	26	58	27	16	28	43	29	43
	0	58	1	81	2	29	3	93	4	51	5	68	6	42	7	66	8	24	9	28	10	66	11	90	12	98	13	33	14	91	15	48	16	32	17	79	18	77	19	21	20	35	21	11	22	26	23	80	24	23	25	84	26	25	27	3	28	95	29	88
	0	28	1	13	2	6	3	10	4	86	5	56	6	70	7	6	8	65	9	77	10	27	11	98	12	83	13	64	14	40	15	40	16	72	17	48	18	20	19	4	20	50	21	3	22	91	23	76	24	48	25	73	26	39	27	69	28	30	29	17
	0	13	1	100	2	1	3	56	4	71	5	77	6	99	7	56	8	80	9	92	10	7	11	94	12	29	13	30	14	28	15	68	16	6	17	24	18	18	19	74	20	32	21	25	22	70	23	45	24	89	25	68	26	85	27	24	28	55	29	41
	0	82	1	29	2	35	3	7	4	24	5	19	6	73	7	23	8	76	9	74	10	58	11	54	12	6	13	47	14	77	15	86	16	4	17	60	18	67	19	78	20	83	21	29	22	75	23	12	24	73	25	69	26	31	27	31	28	42	29	94
	0	78	1	64	2	88	3	15	4	30	5	91	6	92	7	12	8	55	9	97	10	32	11	24	12	79	13	1	14	83	15	83	16	84	17	83	18	73	19	84	20	40	21	22	22	52	23	83	24	77	25	37	26	4	27	38	28	14	29	86
	0	7	1	63	2	82	3	54	4	15	5	40	6	12	7	60	8	34	9	11	10	78	11	44	12	92	13	65	14	11	15	16	16	44	17	61	18	38	19	85	20	54	21	77	22	86	23	3	24	46	25	65	26	83	27	72	28	16	29	53
	0	28	1	28	2	50	3	22	4	14	5	77	6	85	7	59	8	41	9	48	10	7	11	55	12	24	13	14	14	87	15	91	16	20	17	58	18	74	19	55	20	93	21	12	22	25	23	61	24	13	25	92	26	14	27	74	28	61	29	93
	0	69	1	52	2	62	3	32	4	26	5	76	6	90	7	53	8	80	9	15	10	20	11	17	12	7	13	46	14	97	15	57	16	56	17	37	18	65	19	64	20	45	21	52	22	77	23	33	24	20	25	51	26	74	27	90	28	43	29	68
	0	100	1	74	2	32	3	16	4	97	5	47	6	71	7	45	8	97	9	51	10	39	11	41	12	1	13	54	14	59	15	52	16	20	17	25	18	47	19	76	20	100	21	47	22	10	23	55	24	86	25	68	26	32	27	47	28	65	29	23
	0	48	1	71	2	7	3	95	4	81	5	62	6	11	7	99	8	4	9	64	10	91	11	95	12	59	13	59	14	78	15	74	16	22	17	4	18	34	19	71	20	15	21	21	22	78	23	97	24	3	25	80	26	88	27	90	28	13	29	41
	0	29	1	42	2	81	3	73	4	10	5	34	6	99	7	47	8	78	9	91	10	27	11	80	12	100	13	56	14	94	15	78	16	93	17	16	18	86	19	96	20	4	21	51	22	22	23	24	24	42	25	79	26	43	27	55	28	18	29	25
	0	71	1	14	2	56	3	28	4	24	5	25	6	59	7	72	8	79	9	68	10	66	11	3	12	26	13	55	14	20	15	60	16	57	17	99	18	31	19	49	20	77	21	89	22	14	23	21	24	40	25	75	26	35	27	37	28	32	29	27
