150  30  1
30
	0	64	1	1	2	24	3	61	4	42	5	28	6	7	7	32	8	31	9	1	10	75	11	98	12	46	13	89	14	80	15	55	16	82	17	54	18	48	19	14	20	63	21	20	22	33	23	35	24	43	25	10	26	68	27	64	28	42	29	33
	0	12	1	40	2	17	3	60	4	12	5	54	6	100	7	24	8	9	9	69	10	51	11	28	12	73	13	45	14	23	15	57	16	42	17	23	18	19	19	14	20	98	21	55	22	96	23	27	24	10	25	93	26	48	27	7	28	15	29	72
	0	65	1	57	2	32	3	49	4	65	5	38	6	29	7	76	8	27	9	69	10	67	11	37	12	85	13	1	14	15	15	59	16	58	17	100	18	10	19	83	20	23	21	25	22	81	23	59	24	65	25	82	26	82	27	99	28	43	29	5
	0	12	1	96	2	75	3	72	4	85	5	1	6	29	7	83	8	5	9	17	10	51	11	40	12	52	13	33	14	99	15	99	16	75	17	43	18	42	19	17	20	68	21	88	22	45	23	80	24	48	25	30	26	63	27	95	28	82	29	49
	0	99	1	98	2	30	3	25	4	6	5	84	6	90	7	27	8	39	9	83	10	66	11	40	12	83	13	28	14	7	15	4	16	21	17	88	18	71	19	23	20	2	21	71	22	19	23	94	24	44	25	9	26	48	27	43	28	68	29	87
	0	11	1	94	2	47	3	73	4	85	5	73	6	25	7	64	8	84	9	54	10	33	11	64	12	32	13	86	14	17	15	37	16	44	17	49	18	32	19	21	20	66	21	54	22	95	23	89	24	86	25	54	26	86	27	86	28	25	29	55
	0	40	1	97	2	43	3	31	4	73	5	5	6	37	7	85	8	30	9	46	10	26	11	16	12	58	13	92	14	20	15	74	16	29	17	88	18	46	19	20	20	76	21	45	22	68	23	16	24	12	25	63	26	14	27	28	28	47	29	19
	0	17	1	96	2	22	3	75	4	19	5	13	6	24	7	57	8	94	9	28	10	55	11	29	12	96	13	45	14	66	15	71	16	41	17	98	18	77	19	13	20	66	21	17	22	49	23	92	24	32	25	17	26	76	27	47	28	67	29	74
	0	8	1	59	2	59	3	74	4	38	5	87	6	54	7	43	8	1	9	82	10	5	11	98	12	63	13	74	14	93	15	76	16	18	17	46	18	1	19	29	20	4	21	59	22	27	23	96	24	11	25	84	26	57	27	90	28	44	29	63
	0	28	1	52	2	60	3	93	4	79	5	72	6	98	7	10	8	30	9	75	10	66	11	22	12	70	13	17	14	54	15	9	16	36	17	45	18	84	19	100	20	3	21	13	22	35	23	87	24	22	25	62	26	75	27	33	28	87	29	96
	0	5	1	92	2	4	3	25	4	100	5	50	6	2	7	52	8	93	9	40	10	1	11	17	12	38	13	8	14	28	15	34	16	56	17	23	18	67	19	90	20	41	21	54	22	44	23	76	24	77	25	73	26	16	27	71	28	15	29	39
	0	12	1	21	2	81	3	83	4	20	5	56	6	35	7	95	8	49	9	51	10	95	11	83	12	91	13	24	14	93	15	60	16	69	17	24	18	35	19	71	20	45	21	52	22	73	23	69	24	15	25	18	26	21	27	6	28	42	29	33
	0	60	1	92	2	67	3	79	4	27	5	47	6	21	7	11	8	78	9	34	10	34	11	83	12	63	13	60	14	96	15	8	16	66	17	87	18	25	19	89	20	86	21	72	22	50	23	70	24	73	25	46	26	7	27	15	28	39	29	89
	0	6	1	7	2	98	3	71	4	34	5	11	6	30	7	59	8	73	9	56	10	51	11	11	12	68	13	37	14	36	15	7	16	78	17	29	18	48	19	87	20	74	21	56	22	37	23	9	24	85	25	87	26	41	27	24	28	1	29	22
	0	87	1	40	2	82	3	6	4	77	5	42	6	37	7	82	8	11	9	60	10	61	11	59	12	82	13	11	14	57	15	82	16	36	17	73	18	74	19	99	20	89	21	48	22	40	23	82	24	52	25	29	26	70	27	47	28	86	29	80
	0	76	1	69	2	6	3	90	4	15	5	92	6	99	7	64	8	48	9	85	10	24	11	54	12	94	13	91	14	9	15	56	16	2	17	61	18	69	19	22	20	89	21	83	22	98	23	45	24	91	25	47	26	24	27	41	28	47	29	97
	0	22	1	33	2	6	3	62	4	15	5	86	6	21	7	80	8	26	9	81	10	84	11	42	12	53	13	7	14	96	15	23	16	77	17	9	18	100	19	93	20	22	21	32	22	98	23	95	24	39	25	44	26	42	27	59	28	82	29	22
	0	78	1	82	2	75	3	38	4	60	5	85	6	20	7	86	8	85	9	37	10	78	11	29	12	5	13	96	14	19	15	53	16	16	17	28	18	38	19	68	20	42	21	76	22	66	23	94	24	47	25	4	26	37	27	99	28	52	29	53
	0	84	1	9	2	45	3	53	4	75	5	90	6	3	7	99	8	7	9	65	10	64	11	80	12	32	13	31	14	20	15	23	16	73	17	86	18	21	19	81	20	53	21	76	22	16	23	82	24	55	25	14	26	53	27	28	28	72	29	54
	0	25	1	90	2	26	3	7	4	50	5	60	6	62	7	26	8	94	9	39	10	48	11	9	12	84	13	80	14	23	15	100	16	80	17	21	18	99	19	68	20	99	21	57	22	90	23	10	24	5	25	62	26	25	27	12	28	1	29	37
	0	83	1	41	2	12	3	58	4	31	5	82	6	18	7	54	8	84	9	17	10	89	11	18	12	94	13	22	14	41	15	57	16	44	17	39	18	83	19	15	20	14	21	22	22	57	23	35	24	25	25	89	26	85	27	41	28	97	29	21
	0	50	1	53	2	67	3	83	4	8	5	70	6	60	7	65	8	90	9	89	10	95	11	76	12	38	13	27	14	81	15	18	16	4	17	84	18	46	19	38	20	72	21	59	22	70	23	36	24	25	25	94	26	43	27	70	28	30	29	24
	0	71	1	91	2	26	3	50	4	80	5	88	6	53	7	69	8	3	9	52	10	30	11	20	12	57	13	56	14	87	15	31	16	29	17	29	18	8	19	85	20	38	21	78	22	36	23	32	24	48	25	63	26	50	27	14	28	34	29	49
	0	8	1	88	2	32	3	81	4	26	5	52	6	32	7	58	8	35	9	20	10	86	11	1	12	23	13	3	14	43	15	46	16	77	17	73	18	37	19	97	20	62	21	35	22	84	23	28	24	9	25	39	26	64	27	19	28	2	29	79
	0	99	1	62	2	84	3	91	4	49	5	70	6	19	7	36	8	95	9	81	10	83	11	19	12	64	13	37	14	72	15	97	16	29	17	77	18	44	19	72	20	91	21	81	22	44	23	63	24	11	25	46	26	68	27	12	28	68	29	84
	0	69	1	71	2	44	3	82	4	15	5	64	6	72	7	46	8	42	9	30	10	97	11	34	12	75	13	85	14	29	15	46	16	1	17	62	18	3	19	17	20	19	21	25	22	57	23	54	24	1	25	47	26	100	27	79	28	39	29	11
	0	40	1	3	2	63	3	77	4	86	5	22	6	57	7	18	8	34	9	14	10	5	11	15	12	22	13	85	14	32	15	65	16	3	17	80	18	56	19	59	20	59	21	75	22	31	23	4	24	85	25	1	26	53	27	18	28	90	29	65
	0	90	1	20	2	95	3	84	4	12	5	84	6	46	7	37	8	59	9	37	10	52	11	93	12	85	13	20	14	16	15	89	16	23	17	34	18	41	19	54	20	2	21	51	22	98	23	97	24	100	25	58	26	8	27	22	28	89	29	57
	0	79	1	28	2	37	3	51	4	79	5	100	6	66	7	80	8	56	9	16	10	67	11	85	12	24	13	14	14	31	15	29	16	80	17	92	18	58	19	91	20	32	21	48	22	24	23	2	24	29	25	69	26	46	27	12	28	40	29	32
