150  20  1
20
	0	25	1	3	2	27	3	50	4	25	5	28	6	84	7	60	8	76	9	32	10	65	11	52	12	40	13	57	14	8	15	7	16	13	17	47	18	80	19	18
	0	32	1	85	2	88	3	13	4	11	5	6	6	16	7	33	8	93	9	74	10	99	11	39	12	18	13	39	14	28	15	26	16	38	17	42	18	42	19	58
	0	41	1	24	2	79	3	58	4	43	5	44	6	57	7	19	8	81	9	29	10	25	11	14	12	12	13	8	14	16	15	21	16	87	17	97	18	67	19	2
	0	78	1	35	2	2	3	88	4	50	5	100	6	98	7	63	8	32	9	46	10	64	11	56	12	17	13	40	14	21	15	78	16	85	17	93	18	53	19	61
	0	49	1	11	2	58	3	90	4	59	5	20	6	45	7	37	8	3	9	18	10	30	11	29	12	13	13	86	14	40	15	20	16	46	17	46	18	26	19	42
	0	100	1	40	2	42	3	55	4	100	5	91	6	47	7	29	8	47	9	51	10	26	11	13	12	22	13	49	14	42	15	89	16	82	17	3	18	78	19	11
	0	8	1	54	2	10	3	70	4	73	5	33	6	26	7	43	8	39	9	77	10	95	11	20	12	17	13	39	14	39	15	9	16	44	17	82	18	59	19	58
	0	46	1	32	2	24	3	62	4	10	5	36	6	33	7	33	8	73	9	54	10	89	11	49	12	9	13	76	14	56	15	8	16	64	17	46	18	95	19	67
	0	67	1	31	2	86	3	32	4	42	5	73	6	89	7	22	8	59	9	4	10	3	11	36	12	29	13	13	14	18	15	93	16	32	17	5	18	83	19	19
	0	8	1	85	2	20	3	4	4	71	5	46	6	62	7	54	8	24	9	57	10	2	11	5	12	81	13	86	14	73	15	89	16	16	17	86	18	96	19	50
	0	13	1	37	2	72	3	62	4	76	5	32	6	98	7	94	8	16	9	28	10	40	11	21	12	43	13	21	14	87	15	86	16	15	17	14	18	69	19	45
	0	27	1	64	2	23	3	71	4	34	5	57	6	26	7	77	8	63	9	33	10	34	11	2	12	34	13	53	14	3	15	62	16	1	17	96	18	74	19	56
	0	95	1	15	2	46	3	90	4	19	5	2	6	72	7	51	8	24	9	20	10	60	11	45	12	76	13	29	14	52	15	79	16	91	17	2	18	9	19	61
	0	90	1	88	2	46	3	36	4	6	5	10	6	79	7	87	8	50	9	72	10	77	11	68	12	14	13	18	14	38	15	52	16	59	17	79	18	31	19	10
	0	34	1	92	2	68	3	43	4	9	5	78	6	7	7	46	8	24	9	13	10	84	11	81	12	85	13	34	14	48	15	64	16	70	17	56	18	28	19	16
	0	1	1	94	2	57	3	23	4	21	5	25	6	51	7	12	8	69	9	23	10	88	11	25	12	43	13	49	14	68	15	56	16	98	17	100	18	22	19	91
	0	11	1	26	2	7	3	54	4	23	5	72	6	25	7	48	8	27	9	28	10	25	11	52	12	68	13	58	14	87	15	16	16	75	17	64	18	12	19	50
	0	38	1	12	2	39	3	9	4	3	5	96	6	81	7	27	8	45	9	49	10	54	11	34	12	39	13	12	14	29	15	73	16	57	17	16	18	32	19	2
	0	34	1	53	2	86	3	28	4	94	5	24	6	58	7	43	8	42	9	3	10	46	11	22	12	38	13	44	14	49	15	28	16	27	17	31	18	73	19	26
	0	85	1	43	2	81	3	96	4	4	5	83	6	95	7	10	8	27	9	92	10	95	11	91	12	7	13	45	14	77	15	2	16	58	17	19	18	81	19	99
	0	96	1	48	2	72	3	62	4	23	5	28	6	54	7	96	8	84	9	36	10	56	11	49	12	89	13	64	14	99	15	100	16	8	17	91	18	49	19	9
	0	52	1	42	2	9	3	34	4	20	5	10	6	7	7	59	8	68	9	31	10	89	11	85	12	18	13	44	14	4	15	80	16	30	17	88	18	59	19	83
	0	1	1	87	2	88	3	19	4	58	5	58	6	26	7	71	8	61	9	25	10	27	11	95	12	36	13	23	14	40	15	98	16	3	17	41	18	31	19	8
	0	69	1	12	2	34	3	1	4	98	5	76	6	52	7	62	8	79	9	60	10	42	11	7	12	63	13	46	14	70	15	86	16	26	17	34	18	100	19	35
	0	82	1	14	2	62	3	67	4	66	5	4	6	27	7	4	8	46	9	20	10	49	11	89	12	37	13	80	14	90	15	48	16	32	17	68	18	21	19	72
	0	73	1	99	2	49	3	41	4	14	5	66	6	50	7	25	8	61	9	68	10	77	11	20	12	97	13	27	14	82	15	2	16	12	17	69	18	74	19	24
	0	95	1	19	2	6	3	65	4	79	5	17	6	50	7	30	8	27	9	81	10	12	11	48	12	98	13	68	14	97	15	6	16	53	17	88	18	22	19	39
	0	62	1	96	2	38	3	54	4	40	5	70	6	8	7	53	8	24	9	16	10	60	11	80	12	55	13	98	14	92	15	27	16	38	17	66	18	27	19	53
	0	94	1	19	2	20	3	9	4	23	5	48	6	73	7	76	8	40	9	40	10	23	11	57	12	63	13	22	14	80	15	69	16	53	17	89	18	61	19	49
	0	39	1	57	2	32	3	49	4	89	5	8	6	45	7	93	8	88	9	38	10	55	11	22	12	55	13	20	14	36	15	45	16	98	17	34	18	36	19	78
	0	91	1	44	2	37	3	34	4	30	5	12	6	23	7	98	8	84	9	70	10	54	11	96	12	74	13	17	14	8	15	57	16	16	17	86	18	44	19	6
	0	37	1	6	2	88	3	46	4	37	5	65	6	47	7	26	8	58	9	33	10	12	11	89	12	80	13	7	14	94	15	53	16	60	17	95	18	5	19	73
	0	93	1	38	2	95	3	76	4	29	5	38	6	75	7	82	8	15	9	62	10	17	11	37	12	23	13	7	14	100	15	35	16	78	17	74	18	35	19	99
	0	19	1	67	2	1	3	38	4	39	5	27	6	67	7	23	8	86	9	68	10	87	11	31	12	42	13	55	14	89	15	50	16	87	17	73	18	93	19	53
	0	22	1	50	2	36	3	83	4	20	5	43	6	87	7	100	8	21	9	3	10	76	11	85	12	82	13	73	14	71	15	5	16	57	17	90	18	76	19	79
	0	72	1	87	2	48	3	10	4	7	5	24	6	36	7	52	8	16	9	91	10	90	11	52	12	30	13	59	14	17	15	67	16	34	17	79	18	64	19	54
	0	18	1	50	2	43	3	84	4	29	5	1	6	60	7	22	8	83	9	71	10	86	11	83	12	14	13	75	14	89	15	46	16	67	17	86	18	30	19	95
	0	63	1	73	2	64	3	11	4	90	5	82	6	24	7	40	8	2	9	45	10	65	11	11	12	29	13	51	14	3	15	72	16	25	17	15	18	78	19	73
	0	22	1	35	2	7	3	23	4	42	5	20	6	30	7	81	8	11	9	22	10	63	11	68	12	61	13	16	14	87	15	15	16	13	17	3	18	64	19	79
	0	97	1	34	2	46	3	88	4	21	5	80	6	20	7	99	8	19	9	93	10	5	11	93	12	36	13	35	14	94	15	15	16	20	17	71	18	12	19	57
	0	35	1	52	2	18	3	36	4	24	5	31	6	96	7	100	8	65	9	97	10	90	11	87	12	22	13	5	14	84	15	1	16	70	17	53	18	51	19	96
	0	41	1	29	2	91	3	68	4	48	5	15	6	49	7	99	8	42	9	44	10	96	11	16	12	45	13	34	14	79	15	41	16	49	17	43	18	3	19	54
	0	72	1	24	2	1	3	93	4	14	5	78	6	75	7	71	8	58	9	22	10	50	11	68	12	6	13	29	14	54	15	37	16	35	17	6	18	18	19	45
	0	37	1	18	2	64	3	4	4	51	5	66	6	19	7	2	8	18	9	89	10	87	11	14	12	15	13	37	14	40	15	55	16	43	17	40	18	35	19	17
	0	77	1	80	2	66	3	95	4	9	5	12	6	87	7	90	8	35	9	29	10	91	11	46	12	66	13	34	14	17	15	67	16	73	17	85	18	12	19	14
	0	92	1	22	2	100	3	73	4	36	5	75	6	97	7	54	8	11	9	41	10	2	11	63	12	26	13	57	14	43	15	37	16	31	17	15	18	50	19	68
	0	42	1	93	2	6	3	24	4	22	5	100	6	77	7	54	8	40	9	67	10	24	11	48	12	18	13	9	14	61	15	72	16	32	17	68	18	7	19	2
	0	53	1	94	2	33	3	31	4	11	5	25	6	21	7	29	8	34	9	85	10	73	11	65	12	8	13	97	14	45	15	28	16	33	17	88	18	87	19	13
	0	87	1	26	2	17	3	53	4	24	5	31	6	62	7	5	8	61	9	34	10	48	11	33	12	38	13	78	14	4	15	47	16	46	17	92	18	34	19	82
	0	62	1	86	2	59	3	24	4	44	5	31	6	36	7	30	8	58	9	32	10	11	11	97	12	57	13	17	14	48	15	54	16	22	17	83	18	66	19	17
	0	36	1	82	2	46	3	10	4	67	5	34	6	15	7	39	8	54	9	8	10	12	11	84	12	44	13	94	14	79	15	41	16	16	17	69	18	50	19	33
	0	89	1	30	2	29	3	57	4	1	5	32	6	71	7	51	8	6	9	73	10	3	11	5	12	29	13	6	14	71	15	24	16	72	17	69	18	84	19	34
	0	65	1	59	2	82	3	99	4	90	5	100	6	74	7	65	8	52	9	80	10	6	11	64	12	52	13	48	14	47	15	48	16	78	17	4	18	33	19	24
	0	53	1	24	2	76	3	18	4	69	5	94	6	39	7	89	8	22	9	54	10	48	11	63	12	16	13	73	14	63	15	70	16	93	17	9	18	58	19	94
	0	34	1	17	2	67	3	77	4	4	5	11	6	88	7	25	8	56	9	4	10	78	11	25	12	23	13	74	14	57	15	55	16	44	17	20	18	11	19	47
	0	14	1	21	2	66	3	57	4	53	5	15	6	72	7	13	8	31	9	40	10	13	11	80	12	5	13	25	14	42	15	52	16	36	17	10	18	95	19	47
	0	7	1	43	2	44	3	87	4	58	5	73	6	90	7	68	8	100	9	47	10	93	11	69	12	82	13	70	14	19	15	50	16	30	17	90	18	20	19	23
	0	62	1	27	2	92	3	24	4	62	5	37	6	84	7	97	8	71	9	2	10	34	11	73	12	15	13	68	14	66	15	17	16	85	17	87	18	87	19	60
	0	38	1	28	2	37	3	49	4	90	5	63	6	5	7	76	8	8	9	42	10	14	11	72	12	28	13	16	14	19	15	81	16	63	17	77	18	94	19	46
	0	67	1	6	2	88	3	62	4	71	5	70	6	73	7	98	8	12	9	95	10	32	11	86	12	21	13	6	14	39	15	9	16	37	17	27	18	44	19	71
	0	55	1	53	2	55	3	5	4	53	5	69	6	86	7	56	8	23	9	54	10	15	11	58	12	12	13	5	14	62	15	77	16	71	17	75	18	89	19	93
	0	29	1	89	2	78	3	52	4	67	5	11	6	43	7	99	8	51	9	51	10	76	11	74	12	50	13	46	14	42	15	48	16	46	17	60	18	58	19	6
	0	14	1	70	2	38	3	21	4	28	5	47	6	82	7	81	8	22	9	50	10	35	11	38	12	11	13	78	14	49	15	16	16	52	17	63	18	34	19	93
	0	98	1	91	2	61	3	24	4	76	5	82	6	66	7	1	8	97	9	80	10	69	11	39	12	67	13	13	14	97	15	49	16	70	17	43	18	94	19	40
	0	37	1	100	2	25	3	46	4	15	5	83	6	41	7	87	8	11	9	72	10	47	11	92	12	74	13	65	14	81	15	62	16	27	17	61	18	16	19	41
	0	79	1	31	2	23	3	16	4	70	5	64	6	74	7	81	8	26	9	69	10	63	11	20	12	38	13	70	14	71	15	9	16	79	17	38	18	17	19	26
	0	35	1	35	2	59	3	26	4	6	5	56	6	36	7	31	8	1	9	21	10	74	11	22	12	48	13	32	14	96	15	49	16	69	17	89	18	94	19	84
	0	17	1	64	2	75	3	91	4	54	5	43	6	78	7	94	8	27	9	95	10	13	11	46	12	75	13	39	14	95	15	49	16	58	17	11	18	48	19	74
	0	8	1	42	2	21	3	74	4	42	5	13	6	32	7	100	8	68	9	45	10	27	11	50	12	94	13	34	14	37	15	21	16	22	17	43	18	47	19	43
	0	64	1	15	2	34	3	11	4	39	5	61	6	22	7	42	8	23	9	40	10	57	11	37	12	64	13	40	14	28	15	4	16	84	17	20	18	47	19	85
	0	28	1	78	2	92	3	1	4	45	5	44	6	75	7	83	8	87	9	31	10	76	11	78	12	77	13	77	14	56	15	35	16	92	17	67	18	54	19	15
	0	30	1	18	2	27	3	68	4	92	5	71	6	66	7	95	8	77	9	13	10	27	11	70	12	70	13	23	14	48	15	81	16	89	17	28	18	38	19	48
	0	2	1	9	2	55	3	94	4	38	5	73	6	24	7	88	8	57	9	9	10	52	11	100	12	39	13	85	14	40	15	15	16	24	17	32	18	98	19	8
	0	10	1	66	2	27	3	73	4	69	5	3	6	4	7	65	8	76	9	82	10	91	11	93	12	26	13	15	14	72	15	64	16	100	17	8	18	54	19	86
