200  15  1
15
	0	98	1	46	2	88	3	82	4	87	5	10	6	35	7	60	8	27	9	90	10	58	11	81	12	76	13	36	14	51
	0	66	1	53	2	92	3	7	4	70	5	1	6	59	7	96	8	69	9	37	10	37	11	79	12	63	13	50	14	49
	0	31	1	86	2	66	3	78	4	7	5	88	6	2	7	54	8	78	9	1	10	64	11	74	12	21	13	42	14	74
	0	47	1	39	2	90	3	27	4	92	5	39	6	44	7	3	8	31	9	6	10	57	11	99	12	60	13	40	14	96
	0	56	1	88	2	49	3	74	4	74	5	75	6	16	7	56	8	73	9	3	10	83	11	31	12	23	13	77	14	11
	0	9	1	43	2	27	3	23	4	82	5	66	6	63	7	32	8	49	9	6	10	5	11	10	12	11	13	66	14	76
	0	51	1	68	2	91	3	60	4	31	5	92	6	51	7	34	8	81	9	46	10	87	11	32	12	7	13	67	14	82
	0	22	1	36	2	54	3	35	4	70	5	70	6	16	7	32	8	46	9	74	10	61	11	64	12	88	13	25	14	49
	0	17	1	31	2	18	3	40	4	51	5	68	6	81	7	90	8	39	9	88	10	60	11	94	12	14	13	28	14	75
	0	78	1	76	2	23	3	47	4	78	5	34	6	38	7	69	8	69	9	93	10	18	11	45	12	27	13	13	14	100
	0	37	1	42	2	92	3	57	4	89	5	99	6	60	7	79	8	22	9	20	10	83	11	11	12	9	13	14	14	6
	0	92	1	85	2	86	3	97	4	81	5	43	6	5	7	58	8	53	9	28	10	17	11	25	12	98	13	26	14	76
	0	74	1	74	2	3	3	11	4	88	5	74	6	61	7	61	8	77	9	24	10	96	11	35	12	39	13	16	14	79
	0	95	1	1	2	41	3	4	4	64	5	97	6	89	7	67	8	89	9	57	10	4	11	75	12	41	13	12	14	44
	0	87	1	9	2	47	3	59	4	49	5	31	6	59	7	95	8	74	9	65	10	94	11	98	12	68	13	90	14	69
	0	54	1	15	2	4	3	15	4	5	5	68	6	35	7	84	8	25	9	7	10	9	11	14	12	44	13	58	14	21
	0	45	1	51	2	98	3	7	4	18	5	16	6	74	7	26	8	19	9	17	10	15	11	80	12	36	13	61	14	21
	0	43	1	46	2	16	3	58	4	83	5	50	6	27	7	86	8	76	9	24	10	59	11	96	12	70	13	44	14	89
	0	47	1	39	2	24	3	54	4	23	5	25	6	55	7	21	8	46	9	72	10	36	11	31	12	13	13	98	14	58
	0	35	1	59	2	52	3	45	4	32	5	45	6	51	7	91	8	66	9	36	10	13	11	41	12	50	13	14	14	4
	0	97	1	18	2	31	3	80	4	57	5	28	6	20	7	96	8	7	9	65	10	2	11	98	12	40	13	14	14	47
	0	41	1	52	2	9	3	6	4	75	5	55	6	71	7	7	8	5	9	5	10	95	11	66	12	26	13	18	14	45
	0	84	1	71	2	54	3	77	4	19	5	29	6	58	7	87	8	45	9	29	10	9	11	52	12	51	13	84	14	16
	0	33	1	37	2	56	3	40	4	34	5	8	6	75	7	69	8	41	9	71	10	16	11	40	12	98	13	94	14	45
	0	94	1	80	2	77	3	55	4	28	5	74	6	41	7	74	8	51	9	82	10	45	11	9	12	77	13	100	14	71
	0	60	1	7	2	44	3	52	4	16	5	78	6	24	7	30	8	14	9	89	10	88	11	60	12	35	13	30	14	76
	0	10	1	52	2	67	3	81	4	7	5	69	6	67	7	82	8	49	9	2	10	66	11	6	12	67	13	100	14	9
	0	41	1	12	2	10	3	16	4	91	5	3	6	22	7	54	8	61	9	56	10	57	11	25	12	98	13	91	14	86
	0	91	1	45	2	72	3	81	4	92	5	62	6	34	7	51	8	51	9	36	10	11	11	4	12	43	13	88	14	51
	0	40	1	88	2	22	3	93	4	67	5	1	6	10	7	49	8	99	9	89	10	87	11	93	12	69	13	94	14	98
	0	77	1	71	2	19	3	31	4	10	5	17	6	83	7	27	8	65	9	66	10	92	11	39	12	20	13	72	14	26
	0	98	1	32	2	43	3	77	4	3	5	4	6	18	7	80	8	22	9	92	10	2	11	38	12	10	13	66	14	19
	0	22	1	50	2	27	3	70	4	97	5	79	6	24	7	96	8	10	9	68	10	49	11	5	12	35	13	54	14	85
	0	100	1	72	2	46	3	42	4	4	5	25	6	58	7	5	8	1	9	28	10	41	11	82	12	10	13	87	14	2
	0	23	1	76	2	42	3	58	4	43	5	37	6	87	7	43	8	84	9	7	10	2	11	67	12	83	13	87	14	60
	0	10	1	40	2	81	3	41	4	78	5	5	6	89	7	61	8	77	9	25	10	3	11	77	12	67	13	11	14	31
	0	56	1	99	2	29	3	9	4	94	5	64	6	25	7	4	8	38	9	95	10	31	11	89	12	46	13	96	14	8
	0	57	1	77	2	100	3	34	4	13	5	4	6	82	7	45	8	44	9	98	10	62	11	67	12	67	13	18	14	91
	0	19	1	95	2	97	3	100	4	71	5	92	6	27	7	50	8	67	9	81	10	77	11	20	12	75	13	35	14	87
	0	13	1	11	2	85	3	29	4	82	5	42	6	93	7	38	8	83	9	77	10	91	11	33	12	29	13	100	14	83
	0	100	1	92	2	91	3	65	4	96	5	70	6	57	7	99	8	99	9	36	10	59	11	50	12	18	13	15	14	98
	0	86	1	26	2	68	3	25	4	70	5	95	6	75	7	54	8	22	9	29	10	47	11	15	12	27	13	44	14	10
	0	65	1	96	2	28	3	39	4	56	5	24	6	70	7	37	8	15	9	3	10	73	11	82	12	84	13	76	14	55
