50  20  1
20
	0	96	1	78	2	39	3	83	4	59	5	81	6	14	7	52	8	63	9	71	10	28	11	59	12	21	13	96	14	79	15	40	16	63	17	53	18	92	19	9
	0	36	1	28	2	16	3	81	4	56	5	64	6	57	7	19	8	83	9	56	10	52	11	67	12	25	13	99	14	92	15	52	16	8	17	34	18	52	19	71
	0	51	1	66	2	73	3	2	4	41	5	54	6	8	7	82	8	10	9	94	10	41	11	68	12	33	13	52	14	11	15	56	16	13	17	100	18	37	19	29
	0	32	1	84	2	98	3	65	4	65	5	13	6	19	7	19	8	91	9	51	10	84	11	60	12	62	13	54	14	55	15	24	16	99	17	80	18	79	19	33
	0	23	1	70	2	8	3	66	4	55	5	65	6	76	7	92	8	40	9	27	10	90	11	8	12	62	13	61	14	34	15	35	16	75	17	61	18	7	19	59
	0	61	1	36	2	28	3	38	4	78	5	77	6	82	7	88	8	88	9	77	10	93	11	43	12	39	13	13	14	53	15	39	16	72	17	55	18	37	19	57
	0	71	1	58	2	68	3	57	4	57	5	48	6	47	7	51	8	25	9	22	10	39	11	21	12	54	13	10	14	70	15	74	16	38	17	68	18	1	19	81
	0	33	1	12	2	73	3	64	4	7	5	98	6	32	7	99	8	37	9	24	10	89	11	73	12	99	13	94	14	68	15	1	16	33	17	67	18	46	19	92
	0	90	1	13	2	93	3	31	4	90	5	6	6	66	7	90	8	38	9	49	10	9	11	18	12	93	13	16	14	62	15	49	16	81	17	38	18	95	19	37
	0	86	1	88	2	2	3	12	4	75	5	26	6	35	7	93	8	41	9	8	10	58	11	38	12	55	13	92	14	41	15	92	16	71	17	73	18	44	19	61
	0	33	1	31	2	47	3	38	4	61	5	84	6	25	7	53	8	25	9	84	10	87	11	20	12	36	13	77	14	11	15	98	16	7	17	35	18	56	19	12
	0	64	1	22	2	33	3	69	4	10	5	55	6	53	7	84	8	82	9	73	10	2	11	11	12	35	13	12	14	100	15	11	16	59	17	77	18	45	19	34
	0	8	1	26	2	49	3	88	4	90	5	35	6	24	7	8	8	63	9	89	10	64	11	64	12	18	13	26	14	39	15	67	16	57	17	38	18	91	19	63
	0	90	1	81	2	6	3	16	4	15	5	83	6	100	7	28	8	46	9	16	10	25	11	49	12	10	13	95	14	18	15	63	16	31	17	20	18	20	19	69
	0	65	1	48	2	40	3	81	4	51	5	1	6	65	7	17	8	1	9	14	10	15	11	61	12	47	13	88	14	96	15	5	16	1	17	20	18	23	19	12
	0	11	1	90	2	91	3	58	4	16	5	60	6	26	7	39	8	27	9	3	10	46	11	59	12	96	13	58	14	6	15	21	16	45	17	90	18	22	19	3
	0	58	1	96	2	79	3	87	4	85	5	98	6	79	7	57	8	78	9	90	10	91	11	8	12	77	13	49	14	87	15	22	16	21	17	27	18	99	19	90
	0	27	1	72	2	22	3	9	4	96	5	56	6	34	7	70	8	13	9	2	10	39	11	14	12	52	13	38	14	33	15	27	16	21	17	30	18	35	19	3
	0	91	1	50	2	71	3	92	4	1	5	10	6	78	7	4	8	26	9	45	10	61	11	64	12	64	13	27	14	35	15	1	16	63	17	68	18	36	19	41
	0	3	1	10	2	67	3	37	4	12	5	31	6	21	7	44	8	53	9	14	10	12	11	27	12	40	13	45	14	77	15	62	16	69	17	52	18	50	19	70
	0	42	1	99	2	27	3	87	4	52	5	81	6	46	7	69	8	51	9	7	10	74	11	70	12	95	13	50	14	75	15	64	16	78	17	6	18	85	19	77
	0	63	1	99	2	30	3	63	4	86	5	8	6	65	7	45	8	3	9	19	10	9	11	83	12	86	13	14	14	12	15	60	16	91	17	64	18	84	19	97
	0	74	1	78	2	54	3	24	4	2	5	23	6	56	7	85	8	96	9	31	10	59	11	40	12	16	13	44	14	79	15	96	16	45	17	63	18	39	19	96
	0	58	1	18	2	79	3	13	4	82	5	55	6	24	7	64	8	61	9	18	10	49	11	23	12	3	13	73	14	25	15	94	16	68	17	93	18	19	19	94
	0	21	1	16	2	75	3	25	4	60	5	23	6	18	7	65	8	92	9	22	10	47	11	93	12	21	13	20	14	9	15	29	16	65	17	24	18	66	19	52
	0	27	1	98	2	11	3	34	4	67	5	74	6	85	7	99	8	72	9	91	10	97	11	86	12	13	13	9	14	58	15	2	16	24	17	26	18	78	19	57
	0	60	1	86	2	84	3	44	4	10	5	63	6	64	7	100	8	75	9	65	10	37	11	57	12	34	13	77	14	10	15	71	16	52	17	51	18	74	19	82
	0	25	1	7	2	41	3	58	4	44	5	95	6	31	7	16	8	22	9	55	10	59	11	15	12	39	13	45	14	88	15	80	16	79	17	46	18	31	19	100
	0	61	1	57	2	31	3	87	4	12	5	39	6	57	7	25	8	3	9	65	10	80	11	15	12	71	13	100	14	23	15	8	16	90	17	2	18	9	19	87
	0	49	1	27	2	33	3	29	4	78	5	79	6	44	7	63	8	12	9	32	10	17	11	2	12	80	13	23	14	38	15	28	16	73	17	81	18	33	19	39
	0	23	1	65	2	34	3	96	4	87	5	90	6	37	7	34	8	38	9	94	10	6	11	15	12	84	13	72	14	40	15	44	16	84	17	57	18	81	19	77
	0	28	1	50	2	51	3	81	4	96	5	20	6	42	7	40	8	13	9	18	10	90	11	7	12	70	13	88	14	13	15	50	16	82	17	62	18	93	19	39
	0	80	1	75	2	28	3	74	4	89	5	35	6	93	7	55	8	19	9	35	10	75	11	36	12	78	13	92	14	80	15	15	16	81	17	48	18	24	19	61
	0	9	1	76	2	49	3	76	4	65	5	61	6	42	7	27	8	99	9	66	10	27	11	24	12	18	13	88	14	79	15	15	16	7	17	76	18	72	19	9
	0	7	1	61	2	45	3	78	4	46	5	14	6	72	7	81	8	15	9	44	10	59	11	7	12	22	13	95	14	3	15	42	16	81	17	1	18	86	19	4
	0	12	1	14	2	90	3	95	4	61	5	15	6	57	7	66	8	66	9	66	10	31	11	4	12	25	13	69	14	58	15	70	16	47	17	36	18	15	19	61
	0	86	1	86	2	17	3	69	4	95	5	32	6	14	7	57	8	52	9	13	10	61	11	87	12	29	13	84	14	57	15	57	16	25	17	77	18	54	19	33
	0	76	1	94	2	92	3	91	4	13	5	86	6	24	7	4	8	32	9	42	10	19	11	36	12	89	13	88	14	66	15	13	16	55	17	54	18	13	19	19
	0	71	1	91	2	24	3	5	4	92	5	17	6	21	7	18	8	35	9	35	10	60	11	95	12	29	13	59	14	47	15	70	16	65	17	24	18	100	19	99
	0	82	1	81	2	13	3	88	4	29	5	5	6	66	7	85	8	11	9	45	10	5	11	81	12	85	13	18	14	79	15	17	16	74	17	18	18	98	19	86
	0	23	1	88	2	58	3	10	4	2	5	78	6	60	7	95	8	34	9	86	10	88	11	1	12	13	13	66	14	46	15	2	16	16	17	31	18	73	19	6
	0	55	1	2	2	63	3	48	4	2	5	66	6	76	7	4	8	81	9	58	10	20	11	72	12	29	13	75	14	28	15	14	16	51	17	79	18	64	19	71
	0	32	1	64	2	33	3	81	4	72	5	72	6	88	7	66	8	70	9	100	10	41	11	73	12	62	13	36	14	30	15	75	16	87	17	97	18	9	19	79
	0	53	1	69	2	45	3	88	4	2	5	72	6	46	7	15	8	20	9	6	10	63	11	53	12	26	13	39	14	29	15	38	16	40	17	40	18	29	19	67
	0	17	1	82	2	15	3	59	4	88	5	73	6	20	7	69	8	63	9	62	10	18	11	78	12	61	13	48	14	45	15	48	16	97	17	96	18	79	19	3
	0	30	1	16	2	31	3	51	4	43	5	82	6	14	7	97	8	30	9	74	10	79	11	93	12	92	13	90	14	40	15	17	16	75	17	52	18	17	19	88
	0	9	1	100	2	89	3	63	4	11	5	58	6	18	7	67	8	78	9	3	10	95	11	40	12	90	13	81	14	12	15	22	16	68	17	51	18	69	19	10
	0	89	1	44	2	70	3	37	4	37	5	73	6	52	7	71	8	46	9	26	10	76	11	42	12	64	13	40	14	51	15	27	16	39	17	25	18	79	19	62
	0	17	1	87	2	52	3	66	4	89	5	85	6	21	7	78	8	43	9	94	10	23	11	55	12	95	13	83	14	51	15	91	16	3	17	20	18	85	19	27
	0	6	1	63	2	22	3	94	4	24	5	99	6	81	7	84	8	17	9	37	10	65	11	51	12	91	13	82	14	9	15	100	16	98	17	28	18	43	19	82
SSD
M0
0	34	24	24	19	30	42	47	24	24	30	33	32	22	22	25	28	22	41	49	38	23	24	15	27	44	30	7	17	37	12	17	23	49	20	33	44	15	7	46	3	20	29	12	21	17	33	13	46	16
45	0	36	39	33	39	27	46	3	18	8	19	27	1	9	19	27	42	20	33	40	46	28	29	24	13	36	44	14	18	41	11	31	2	7	41	22	4	16	44	22	28	27	30	30	49	45	37	3	44
39	28	0	13	6	9	5	29	1	14	10	31	40	15	6	29	48	39	7	39	40	40	35	7	8	35	12	47	38	11	12	42	21	18	33	2	11	16	27	28	37	49	9	29	18	21	39	4	17	34
9	5	6	0	21	30	16	19	46	13	23	1	22	4	40	15	6	19	46	22	34	49	22	34	47	23	10	27	34	48	26	34	17	37	1	35	34	43	14	46	25	22	40	28	33	47	20	11	27	17
1	27	11	22	0	11	22	6	23	16	1	12	44	46	19	33	42	26	49	21	40	16	45	32	17	26	21	33	6	33	39	26	22	35	1	3	47	2	1	23	17	31	28	46	14	44	37	2	39	49
48	30	35	44	37	0	29	11	47	35	44	16	12	26	20	43	38	47	27	30	7	42	45	1	32	8	20	20	27	48	15	5	3	15	22	45	23	15	20	7	14	32	27	41	16	39	2	4	12	3
10	23	37	36	15	9	0	34	42	43	1	32	7	37	31	35	15	14	36	31	41	12	46	26	34	25	20	35	44	32	36	27	36	40	32	14	41	23	15	47	43	18	21	26	11	6	22	13	46	38
28	2	46	5	11	23	16	0	17	18	35	48	48	41	21	47	14	12	7	37	9	30	21	29	26	21	4	5	30	45	18	36	33	37	20	33	49	16	41	13	18	26	16	5	9	30	44	21	38	20
43	22	8	3	46	25	39	17	0	38	24	42	32	47	48	1	34	27	22	43	18	3	17	27	10	1	11	45	28	18	21	32	12	3	14	4	22	7	13	11	1	32	4	48	27	19	24	48	38	17
3	31	12	25	25	28	12	45	9	0	11	22	26	44	23	47	18	49	28	14	25	31	30	39	18	19	26	36	11	40	49	21	38	35	7	30	14	42	42	49	33	35	32	16	22	19	48	34	28	37
10	41	18	27	24	26	6	41	24	32	0	23	3	32	4	43	49	10	44	19	32	25	18	26	21	10	24	24	6	8	33	25	4	26	9	40	4	1	31	35	36	18	47	19	3	39	10	37	43	29
14	30	13	15	34	16	42	14	23	17	49	0	8	3	3	43	2	6	43	22	6	48	25	15	2	30	28	10	20	11	31	35	48	35	29	11	38	46	24	19	39	6	1	23	18	6	11	24	8	12
15	47	20	49	21	32	44	41	49	28	36	31	0	37	14	4	44	39	10	6	24	47	16	4	27	44	34	16	3	3	30	15	44	36	7	9	30	49	37	36	4	44	43	10	47	25	36	25	17	23
1	12	15	17	42	47	5	32	22	42	7	36	15	0	39	10	30	29	23	13	17	24	42	6	44	23	21	33	16	30	40	14	38	29	38	40	36	1	32	20	13	8	44	32	23	5	47	3	12	5
47	45	7	31	47	47	44	17	11	16	34	41	27	35	0	31	1	1	49	44	41	44	18	6	44	31	42	26	42	2	3	34	27	6	2	31	42	13	42	8	7	33	22	10	35	9	22	40	27	49
17	4	6	39	6	41	17	23	3	16	41	12	33	45	1	0	1	31	33	34	18	18	13	5	47	29	27	48	8	49	46	27	22	42	10	31	1	6	22	41	48	29	14	34	36	2	33	34	26	10
31	28	17	14	5	8	27	17	22	36	42	35	20	25	39	2	0	34	1	29	1	12	19	48	38	48	24	30	6	27	44	8	38	27	42	38	34	46	43	4	15	36	23	30	31	23	4	9	45	29
39	2	39	44	29	21	46	49	32	48	31	49	4	7	44	48	38	0	31	45	15	22	20	3	15	3	35	30	11	4	20	3	24	19	16	32	18	36	27	23	2	1	40	1	11	44	21	30	3	20
18	28	6	33	28	12	8	38	21	12	29	21	2	25	29	5	43	5	0	48	35	36	36	43	39	5	27	15	3	31	23	26	39	43	26	29	3	41	24	16	15	47	46	15	9	15	42	32	7	28
44	17	4	28	7	16	30	39	10	9	25	5	29	34	39	25	45	13	36	0	31	21	48	33	21	40	45	28	8	9	2	30	36	1	22	49	44	4	18	22	36	39	27	11	44	28	21	11	3	7
1	20	31	38	14	17	47	37	41	47	12	6	31	22	8	38	28	16	35	49	0	47	35	38	40	49	21	38	25	9	36	40	42	3	26	35	8	29	8	30	22	15	41	45	37	47	28	4	35	17
25	11	16	9	8	35	28	43	20	7	3	49	45	23	49	45	5	45	15	10	17	0	19	17	16	40	10	38	5	35	7	32	33	33	41	26	11	49	12	8	21	30	10	17	25	11	8	38	23	40
25	46	31	25	14	31	41	34	43	14	34	27	27	33	43	27	9	3	15	38	5	20	0	35	33	38	3	45	49	27	32	43	48	48	38	18	33	9	13	24	19	20	49	48	30	42	5	27	27	5
20	37	22	45	44	28	14	22	17	47	24	34	16	33	28	49	28	1	11	47	48	43	46	0	47	5	38	16	6	27	29	33	29	5	47	17	14	49	35	18	24	46	49	40	6	40	35	9	22	4
14	46	22	14	16	28	18	13	23	2	41	45	15	30	44	32	18	11	37	42	33	45	41	1	0	48	48	38	19	7	3	19	4	44	2	22	22	2	29	11	36	1	46	48	17	12	33	22	28	28
10	42	18	39	4	9	17	20	46	7	27	24	4	5	17	36	3	32	24	2	25	40	11	49	8	0	45	11	17	39	43	22	8	39	49	8	14	9	44	6	18	22	3	5	28	37	5	36	34	48
37	10	8	46	4	49	24	33	27	12	41	30	1	40	43	45	31	35	6	32	2	6	24	11	43	4	0	26	13	3	1	37	7	20	7	5	31	35	41	12	19	8	16	15	15	46	13	23	41	5
8	10	3	20	30	3	42	19	41	43	20	43	3	1	14	9	32	18	24	5	48	24	4	26	33	32	38	0	41	20	41	14	36	26	7	8	24	20	43	39	41	47	21	30	31	35	30	28	32	39
14	27	16	13	6	20	43	39	4	26	9	41	44	15	39	23	23	38	23	39	17	21	44	13	14	49	32	42	0	39	24	14	23	49	49	8	48	28	46	43	19	8	37	32	9	33	20	25	26	24
46	11	29	22	49	37	45	48	13	21	19	41	48	26	13	26	9	6	48	42	5	31	22	39	9	3	6	13	20	0	3	47	18	38	16	6	35	32	48	13	12	38	32	8	8	17	39	29	33	26
19	28	27	14	37	14	8	15	24	13	41	28	27	36	5	28	6	13	14	20	32	49	13	27	12	7	11	13	22	28	0	4	32	42	31	42	33	13	20	41	9	9	16	32	27	5	34	23	37	28
18	44	11	13	48	22	12	16	11	27	41	39	8	11	16	6	26	24	19	31	30	32	26	30	48	2	18	35	18	6	43	0	20	16	39	45	38	22	30	6	9	20	37	27	4	1	20	19	25	8
39	24	39	47	41	34	22	46	21	22	19	4	26	33	49	26	44	8	30	39	42	6	18	30	28	12	26	31	38	44	49	47	0	33	41	8	38	44	34	27	45	13	30	3	44	48	48	23	44	29
29	31	38	30	39	28	41	37	10	16	8	13	1	16	39	30	11	28	34	34	8	49	33	7	3	32	34	30	38	31	42	46	33	0	8	17	31	19	36	3	8	3	28	32	32	3	42	6	33	18
16	26	19	19	3	45	35	19	48	3	17	10	49	17	26	39	48	38	3	36	48	16	35	43	17	39	29	22	38	45	25	40	8	21	0	26	13	12	23	33	28	42	20	49	24	39	41	27	11	14
26	13	16	31	31	22	3	33	7	25	39	41	31	15	2	14	38	45	18	9	5	41	48	2	42	7	5	45	15	37	6	39	21	1	15	0	12	2	21	21	27	47	32	41	29	12	44	20	18	12
36	45	39	29	5	20	12	16	11	27	1	11	23	26	31	24	21	20	27	30	41	11	44	14	8	20	13	13	31	8	25	37	23	36	8	38	0	19	48	5	25	26	26	20	31	30	21	18	1	42
4	23	20	45	1	29	46	45	27	39	35	22	21	13	24	46	15	28	23	36	14	13	40	6	44	6	1	33	30	2	29	4	18	7	25	48	40	0	24	25	35	19	38	5	45	11	32	44	15	37
26	27	14	10	13	24	45	29	44	23	36	40	9	3	6	47	46	2	22	49	19	15	6	12	29	25	7	25	7	35	2	42	35	41	10	6	32	24	0	33	36	8	24	21	32	33	25	20	10	20
5	39	17	1	22	27	26	12	22	38	3	33	45	47	1	2	12	38	36	43	27	48	29	2	8	48	31	48	15	31	3	14	42	28	2	5	41	11	41	0	24	2	5	29	30	37	9	13	30	33
