250  10  1
10
	0	10	1	46	2	54	3	30	4	83	5	48	6	74	7	69	8	29	9	65
	0	29	1	93	2	16	3	4	4	9	5	1	6	49	7	38	8	38	9	6
	0	55	1	85	2	79	3	42	4	57	5	80	6	72	7	3	8	1	9	24
	0	80	1	69	2	42	3	46	4	83	5	13	6	22	7	13	8	39	9	99
	0	1	1	76	2	95	3	3	4	98	5	42	6	39	7	19	8	83	9	90
	0	97	1	41	2	5	3	2	4	32	5	20	6	58	7	44	8	10	9	51
	0	22	1	44	2	17	3	33	4	18	5	42	6	48	7	90	8	79	9	95
	0	18	1	81	2	13	3	98	4	49	5	14	6	26	7	20	8	32	9	31
	0	13	1	68	2	88	3	65	4	43	5	57	6	56	7	52	8	5	9	21
	0	83	1	58	2	73	3	95	4	9	5	77	6	21	7	78	8	66	9	71
	0	91	1	16	2	20	3	83	4	94	5	5	6	45	7	48	8	2	9	85
	0	3	1	62	2	51	3	61	4	49	5	3	6	74	7	6	8	19	9	7
	0	31	1	1	2	45	3	35	4	97	5	30	6	10	7	3	8	39	9	38
	0	44	1	43	2	77	3	14	4	18	5	24	6	27	7	59	8	88	9	55
	0	59	1	47	2	91	3	37	4	14	5	99	6	12	7	54	8	83	9	20
	0	56	1	5	2	24	3	70	4	96	5	19	6	71	7	66	8	90	9	12
	0	69	1	47	2	89	3	70	4	42	5	42	6	61	7	76	8	57	9	12
	0	24	1	11	2	66	3	79	4	54	5	84	6	29	7	48	8	5	9	94
	0	41	1	82	2	75	3	19	4	31	5	97	6	81	7	76	8	2	9	84
	0	45	1	7	2	18	3	68	4	1	5	89	6	71	7	65	8	66	9	61
	0	84	1	6	2	47	3	18	4	23	5	22	6	70	7	32	8	30	9	18
	0	50	1	76	2	98	3	89	4	52	5	71	6	57	7	43	8	92	9	94
	0	33	1	29	2	88	3	95	4	97	5	100	6	76	7	19	8	31	9	64
	0	19	1	53	2	66	3	71	4	95	5	6	6	62	7	75	8	37	9	13
	0	58	1	52	2	67	3	29	4	90	5	55	6	36	7	38	8	64	9	59
	0	63	1	93	2	37	3	11	4	51	5	80	6	27	7	87	8	4	9	52
	0	75	1	31	2	79	3	78	4	19	5	26	6	51	7	30	8	49	9	7
	0	76	1	58	2	63	3	38	4	69	5	61	6	35	7	4	8	44	9	44
	0	73	1	83	2	77	3	16	4	23	5	2	6	90	7	72	8	37	9	6
	0	72	1	56	2	37	3	76	4	72	5	14	6	18	7	79	8	45	9	73
	0	84	1	46	2	25	3	3	4	2	5	99	6	65	7	53	8	33	9	78
	0	64	1	69	2	62	3	43	4	60	5	34	6	29	7	41	8	79	9	81
	0	63	1	77	2	62	3	78	4	33	5	20	6	99	7	89	8	95	9	28
	0	50	1	43	2	96	3	88	4	43	5	81	6	41	7	98	8	59	9	64
	0	68	1	30	2	55	3	42	4	66	5	55	6	83	7	43	8	29	9	29
	0	13	1	17	2	48	3	59	4	51	5	40	6	63	7	100	8	27	9	83
	0	40	1	58	2	87	3	75	4	51	5	91	6	11	7	31	8	52	9	39
	0	51	1	30	2	5	3	29	4	45	5	44	6	78	7	26	8	65	9	67
	0	29	1	31	2	6	3	93	4	46	5	47	6	11	7	42	8	10	9	66
	0	94	1	30	2	100	3	46	4	20	5	32	6	45	7	77	8	29	9	91
	0	17	1	62	2	37	3	64	4	94	5	56	6	33	7	9	8	52	9	51
	0	68	1	57	2	66	3	77	4	95	5	25	6	15	7	78	8	10	9	58
	0	39	1	82	2	11	3	11	4	80	5	57	6	59	7	1	8	9	9	34
	0	18	1	1	2	23	3	48	4	5	5	54	6	66	7	9	8	89	9	20
	0	96	1	13	2	98	3	88	4	12	5	60	6	34	7	27	8	24	9	27
	0	10	1	42	2	99	3	27	4	57	5	64	6	44	7	42	8	61	9	99
	0	4	1	12	2	17	3	3	4	68	5	16	6	42	7	66	8	36	9	98
	0	53	1	13	2	76	3	86	4	11	5	65	6	71	7	38	8	100	9	18
	0	47	1	8	2	70	3	21	4	19	5	94	6	82	7	73	8	13	9	47
	0	25	1	66	2	27	3	25	4	89	5	41	6	56	7	26	8	29	9	42
	0	2	1	46	2	34	3	76	4	19	5	32	6	4	7	17	8	80	9	34
	0	89	1	16	2	67	3	74	4	43	5	1	6	15	7	88	8	5	9	78
	0	66	1	1	2	97	3	70	4	5	5	52	6	15	7	59	8	97	9	75
	0	41	1	100	2	43	3	94	4	13	5	48	6	6	7	3	8	20	9	1
	0	8	1	32	2	18	3	43	4	76	5	18	6	78	7	64	8	83	9	30
	0	18	1	68	2	39	3	26	4	70	5	7	6	100	7	37	8	97	9	3
	0	14	1	100	2	51	3	35	4	23	5	93	6	41	7	20	8	79	9	38
	0	50	1	100	2	59	3	83	4	24	5	21	6	72	7	71	8	20	9	68
	0	2	1	55	2	81	3	85	4	26	5	31	6	81	7	98	8	5	9	86
	0	57	1	22	2	32	3	77	4	26	5	20	6	87	7	9	8	37	9	33
	0	35	1	67	2	27	3	23	4	67	5	1	6	63	7	72	8	63	9	3
	0	8	1	48	2	34	3	12	4	25	5	21	6	81	7	17	8	10	9	90
	0	48	1	69	2	37	3	66	4	88	5	20	6	27	7	2	8	64	9	25
	0	94	1	82	2	32	3	8	4	31	5	6	6	100	7	63	8	15	9	24
	0	61	1	24	2	77	3	16	4	25	5	63	6	51	7	22	8	13	9	69
	0	86	1	58	2	87	3	24	4	99	5	85	6	25	7	84	8	11	9	6
	0	66	1	34	2	74	3	12	4	82	5	70	6	87	7	12	8	59	9	12
	0	75	1	2	2	90	3	82	4	56	5	59	6	2	7	86	8	32	9	83
	0	90	1	67	2	81	3	3	4	16	5	47	6	28	7	33	8	94	9	61
	0	32	1	33	2	87	3	46	4	7	5	19	6	58	7	48	8	66	9	31
	0	79	1	53	2	64	3	36	4	79	5	65	6	72	7	43	8	77	9	71
	0	9	1	51	2	38	3	75	4	13	5	53	6	59	7	3	8	26	9	63
	0	54	1	85	2	38	3	62	4	3	5	83	6	97	7	52	8	89	9	28
	0	83	1	78	2	25	3	58	4	18	5	54	6	67	7	100	8	44	9	8
	0	41	1	23	2	95	3	27	4	40	5	49	6	45	7	60	8	74	9	18
	0	18	1	31	2	72	3	25	4	72	5	46	6	76	7	83	8	15	9	11
	0	63	1	85	2	99	3	95	4	97	5	60	6	98	7	90	8	99	9	52
	0	90	1	73	2	73	3	61	4	72	5	61	6	38	7	33	8	87	9	7
	0	51	1	85	2	46	3	95	4	22	5	93	6	73	7	17	8	47	9	96
	0	5	1	48	2	25	3	83	4	20	5	51	6	27	7	58	8	81	9	76
	0	28	1	26	2	20	3	31	4	30	5	18	6	94	7	55	8	31	9	60
	0	92	1	1	2	16	3	57	4	75	5	14	6	86	7	37	8	75	9	83
	0	42	1	88	2	80	3	66	4	78	5	74	6	99	7	43	8	80	9	14
	0	69	1	46	2	16	3	65	4	41	5	54	6	56	7	42	8	83	9	63
	0	75	1	53	2	59	3	74	4	23	5	56	6	91	7	49	8	56	9	46
	0	6	1	28	2	69	3	38	4	22	5	19	6	83	7	100	8	31	9	91
	0	54	1	54	2	79	3	38	4	32	5	54	6	55	7	88	8	74	9	94
	0	33	1	91	2	86	3	24	4	33	5	88	6	62	7	64	8	97	9	60
	0	28	1	48	2	93	3	12	4	20	5	38	6	87	7	13	8	59	9	92
	0	60	1	45	2	80	3	69	4	54	5	89	6	52	7	13	8	60	9	59
	0	92	1	49	2	8	3	95	4	36	5	72	6	4	7	29	8	55	9	28
	0	20	1	13	2	8	3	8	4	54	5	72	6	69	7	97	8	97	9	7
	0	82	1	71	2	72	3	80	4	20	5	14	6	51	7	38	8	62	9	4
	0	48	1	66	2	1	3	96	4	43	5	84	6	56	7	87	8	7	9	11
	0	57	1	61	2	4	3	72	4	11	5	33	6	6	7	23	8	72	9	36
	0	47	1	10	2	86	3	45	4	1	5	98	6	72	7	7	8	54	9	26
	0	53	1	27	2	6	3	87	4	73	5	38	6	41	7	18	8	33	9	48
	0	22	1	74	2	56	3	38	4	16	5	4	6	57	7	66	8	58	9	55
	0	69	1	90	2	3	3	83	4	64	5	13	6	25	7	26	8	63	9	32
	0	62	1	97	2	27	3	21	4	19	5	75	6	65	7	94	8	78	9	10
	0	15	1	22	2	76	3	84	4	72	5	99	6	41	7	78	8	76	9	93
	0	16	1	35	2	82	3	9	4	98	5	37	6	65	7	61	8	67	9	20
	0	57	1	33	2	97	3	94	4	92	5	64	6	64	7	61	8	16	9	95
	0	99	1	22	2	4	3	66	4	39	5	35	6	58	7	48	8	86	9	63
	0	5	1	35	2	83	3	6	4	16	5	56	6	39	7	38	8	98	9	66
	0	96	1	61	2	47	3	24	4	100	5	63	6	62	7	73	8	16	9	51
	0	47	1	86	2	19	3	69	4	62	5	27	6	28	7	46	8	100	9	52
	0	79	1	30	2	89	3	54	4	53	5	89	6	60	7	9	8	100	9	1
	0	28	1	94	2	26	3	57	4	62	5	77	6	34	7	51	8	63	9	5
	0	44	1	29	2	62	3	26	4	24	5	17	6	10	7	38	8	4	9	64
	0	17	1	43	2	65	3	54	4	80	5	51	6	20	7	81	8	84	9	59
	0	29	1	92	2	77	3	97	4	16	5	43	6	61	7	33	8	80	9	7
	0	25	1	56	2	12	3	55	4	50	5	91	6	70	7	85	8	23	9	23
	0	75	1	61	2	62	3	18	4	13	5	8	6	39	7	66	8	69	9	53
	0	43	1	13	2	40	3	32	4	29	5	22	6	72	7	79	8	37	9	95
	0	42	1	81	2	88	3	59	4	80	5	65	6	79	7	67	8	84	9	42
	0	37	1	97	2	94	3	37	4	17	5	36	6	10	7	68	8	34	9	79
	0	85	1	57	2	72	3	90	4	21	5	89	6	20	7	98	8	43	9	54
	0	17	1	29	2	42	3	25	4	100	5	88	6	3	7	72	8	3	9	56
	0	62	1	9	2	46	3	60	4	57	5	18	6	2	7	21	8	64	9	13
	0	41	1	6	2	44	3	19	4	90	5	23	6	28	7	87	8	49	9	49
	0	24	1	82	2	59	3	66	4	23	5	94	6	15	7	56	8	31	9	67
	0	57	1	74	2	71	3	58	4	99	5	4	6	7	7	56	8	65	9	63
	0	4	1	22	2	45	3	6	4	19	5	41	6	1	7	62	8	90	9	98
	0	70	1	84	2	57	3	3	4	55	5	3	6	49	7	41	8	96	9	14
	0	12	1	14	2	60	3	52	4	49	5	15	6	6	7	9	8	34	9	31
	0	90	1	12	2	78	3	75	4	37	5	73	6	80	7	3	8	88	9	68
	0	2	1	47	2	95	3	4	4	27	5	86	6	29	7	97	8	4	9	23
	0	13	1	53	2	84	3	58	4	14	5	33	6	3	7	54	8	33	9	44
	0	71	1	47	2	93	3	85	4	55	5	54	6	16	7	45	8	89	9	61
	0	19	1	16	2	33	3	11	4	94	5	97	6	66	7	23	8	38	9	73
	0	92	1	99	2	46	3	4	4	85	5	17	6	2	7	75	8	12	9	3
	0	3	1	68	2	96	3	38	4	22	5	64	6	25	7	45	8	90	9	94
